Li,DEPTHUPPER
1124.835,12710.0
1028.0159999999998,11616.0
1086.6915,12279.0
737.382,8332.0
741.453,8378.0
1046.3355,11823.0
908.9834999999999,10271.0
919.338,10388.0
925.356,10456.0
1217.937,13762.0
810.837,9162.0
1239.0,14000.0
1055.451,11926.0
1035.627,11702.0
922.524,10424.0
898.452,10152.0
892.257,10082.0
903.1424999999999,10205.0
1025.715,11590.0
1016.8649999999999,11490.0
703.3095,7947.0
817.74,9240.0
899.16,10160.0
729.948,8248.0
1019.8739999999999,11524.0
929.25,10500.0
907.3019999999999,10252.0
908.1869999999999,10262.0
1127.667,12742.0
1011.024,11424.0
1084.8329999999999,12258.0
743.1345,8397.0
729.24,8240.0
912.5234999999999,10311.0
926.064,10464.0
1039.875,11750.0
918.276,10376.0
912.966,10316.0
912.966,10316.0
1027.1309999999999,11606.0
1027.3964999999998,11609.0
729.24,8240.0
911.4615,10299.0
1035.627,11702.0
1026.8654999999999,11603.0
1028.9895,11627.0
897.6555,10143.0
902.2574999999999,10195.0
912.789,10314.0
898.3634999999999,10151.0
896.5935,10131.0
903.6735,10211.0
729.24,8240.0
1022.8829999999999,11558.0
908.5409999999999,10266.0
912.966,10316.0
1035.7155,11703.0
913.497,10322.0
896.4164999999999,10129.0
1041.114,11764.0
911.904,10304.0
925.7985,10461.0
927.3915,10479.0
729.24,8240.0
915.8865,10349.0
710.832,8032.0
715.6995,8087.0
710.478,8028.0
710.832,8032.0
748.002,8452.0
729.24,8240.0
891.726,10076.0
905.886,10236.0
900.222,10172.0
884.5575,9995.0
923.055,10430.0
894.7349999999999,10110.0
900.5759999999999,10176.0
905.3549999999999,10230.0
910.1339999999999,10284.0
883.2299999999999,9980.0
1089.081,12306.0
1082.001,12226.0
756.4979999999999,8548.0
887.3895,10027.0
1018.9889999999999,11514.0
923.055,10430.0
894.2924999999999,10105.0
1022.6175,11555.0
928.7189999999999,10494.0
843.6705,9533.0
947.3924999999999,10705.0
900.7529999999999,10178.0
737.382,8332.0
737.382,8332.0
923.055,10430.0
734.019,8294.0
729.24,8240.0
1146.3405,12953.0
861.7244999999999,9737.0
862.9635,9751.0
400.0,10490.0
872.5215,9859.0
1254.753,14178.0
923.055,10430.0
829.245,9370.0
1006.6875,11375.0
1006.6875,11375.0
1006.6875,11375.0
1006.6875,11375.0
1038.3705,11733.0
973.323,10998.0
696.318,7868.0
840.75,9500.0
923.055,10430.0
696.318,7868.0
696.318,7868.0
696.318,7868.0
696.318,7868.0
960.2249999999999,10850.0
903.5849999999999,10210.0
903.5849999999999,10210.0
706.23,7980.0
903.5849999999999,10210.0
903.5849999999999,10210.0
1149.7034999999998,12991.0
1149.7034999999998,12991.0
1149.7034999999998,12991.0
1149.7034999999998,12991.0
1155.279,13054.0
1155.279,13054.0
1155.279,13054.0
706.23,7980.0
706.23,7980.0
1242.2745,14037.0
977.7479999999999,11048.0
977.7479999999999,11048.0
977.7479999999999,11048.0
977.7479999999999,11048.0
1145.2785,12941.0
1145.2785,12941.0
1068.6375,12075.0
1068.6375,12075.0
706.23,7980.0
1068.6375,12075.0
1067.31,12060.0
1067.31,12060.0
1095.6299999999999,12380.0
812.961,9186.0
812.961,9186.0
812.961,9186.0
1166.7839999999999,13184.0
853.4939999999999,9644.0
719.9475,8135.0
960.4019999999999,10852.0
1166.076,13176.0
899.5139999999999,10164.0
853.4939999999999,9644.0
899.5139999999999,10164.0
899.5139999999999,10164.0
899.5139999999999,10164.0
899.5139999999999,10164.0
899.5139999999999,10164.0
899.5139999999999,10164.0
899.5139999999999,10164.0
954.207,10782.0
853.4939999999999,9644.0
1048.725,11850.0
1048.725,11850.0
1048.725,11850.0
873.495,9870.0
873.495,9870.0
853.4939999999999,9644.0
873.495,9870.0
873.495,9870.0
873.495,9870.0
1232.451,13926.0
1232.451,13926.0
937.0379999999999,10588.0
937.0379999999999,10588.0
937.0379999999999,10588.0
937.0379999999999,10588.0
937.0379999999999,10588.0
853.4939999999999,9644.0
937.0379999999999,10588.0
1056.336,11936.0
1056.336,11936.0
1056.336,11936.0
1056.336,11936.0
791.367,8942.0
791.367,8942.0
791.367,8942.0
791.367,8942.0
791.367,8942.0
721.7175,8155.0
853.4939999999999,9644.0
1154.3055,13043.0
1154.3055,13043.0
1154.3055,13043.0
1154.3055,13043.0
1159.35,13100.0
1159.35,13100.0
1159.35,13100.0
826.6785,9341.0
1219.3529999999998,13778.0
1219.3529999999998,13778.0
1219.3529999999998,13778.0
1219.3529999999998,13778.0
794.7299999999999,8980.0
794.7299999999999,8980.0
794.7299999999999,8980.0
794.7299999999999,8980.0
826.6785,9341.0
794.7299999999999,8980.0
1191.918,13468.0
1191.918,13468.0
1191.918,13468.0
852.5205,9633.0
996.9525,11265.0
993.9435,11231.0
993.9435,11231.0
826.6785,9341.0
993.9435,11231.0
994.1205,11233.0
947.8349999999999,10710.0
947.8349999999999,10710.0
948.1004999999999,10713.0
948.1004999999999,10713.0
952.4369999999999,10762.0
826.6785,9341.0
952.4369999999999,10762.0
952.4369999999999,10762.0
771.189,8714.0
771.189,8714.0
771.189,8714.0
887.832,10032.0
887.832,10032.0
887.832,10032.0
802.341,9066.0
826.6785,9341.0
802.341,9066.0
802.341,9066.0
832.4309999999999,9406.0
1185.8115,13399.0
1185.8115,13399.0
1185.8115,13399.0
1239.6195,14007.0
702.6015,7939.0
1239.6195,14007.0
1241.655,14030.0
1241.655,14030.0
897.213,10138.0
1086.426,12276.0
726.939,8214.0
726.939,8214.0
726.939,8214.0
726.939,8214.0
822.0765,9289.0
702.5129999999999,7938.0
993.1469999999999,11222.0
805.2615,9099.0
805.2615,9099.0
805.2615,9099.0
805.2615,9099.0
836.679,9454.0
836.679,9454.0
836.679,9454.0
821.28,9280.0
821.28,9280.0
702.5129999999999,7938.0
892.434,10084.0
892.434,10084.0
892.434,10084.0
892.434,10084.0
892.434,10084.0
892.434,10084.0
892.434,10084.0
731.6295,8267.0
731.6295,8267.0
731.6295,8267.0
731.6295,8267.0
1107.0465,12509.0
1107.0465,12509.0
1107.0465,12509.0
1107.0465,12509.0
1107.0465,12509.0
1119.702,12652.0
1119.702,12652.0
1119.702,12652.0
1119.702,12652.0
718.9739999999999,8124.0
1119.702,12652.0
1119.702,12652.0
788.358,8908.0
788.358,8908.0
788.358,8908.0
788.358,8908.0
801.81,9060.0
801.81,9060.0
801.81,9060.0
801.81,9060.0
804.5535,9091.0
804.5535,9091.0
804.5535,9091.0
804.5535,9091.0
816.1469999999999,9222.0
816.1469999999999,9222.0
816.1469999999999,9222.0
816.1469999999999,9222.0
816.1469999999999,9222.0
943.41,10660.0
740.745,8370.0
740.745,8370.0
740.745,8370.0
740.745,8370.0
829.245,9370.0
791.1899999999999,8940.0
943.9409999999999,10666.0
1041.645,11770.0
835.617,9442.0
809.3325,9145.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
905.5319999999999,10232.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
834.8204999999999,9433.0
834.8204999999999,9433.0
834.8204999999999,9433.0
799.155,9030.0
834.8204999999999,9433.0
949.7819999999999,10732.0
949.7819999999999,10732.0
949.7819999999999,10732.0
923.232,10432.0
923.232,10432.0
923.232,10432.0
704.3715,7959.0
704.3715,7959.0
724.284,8184.0
704.3715,7959.0
704.3715,7959.0
710.7434999999999,8031.0
710.7434999999999,8031.0
710.7434999999999,8031.0
710.7434999999999,8031.0
713.487,8062.0
713.487,8062.0
713.487,8062.0
724.284,8184.0
1117.7549999999999,12630.0
1117.7549999999999,12630.0
1117.7549999999999,12630.0
1117.7549999999999,12630.0
930.135,10510.0
930.135,10510.0
930.135,10510.0
858.804,9704.0
930.135,10510.0
768.18,8680.0
768.18,8680.0
768.18,8680.0
768.18,8680.0
816.501,9226.0
816.501,9226.0
816.501,9226.0
684.459,7734.0
684.459,7734.0
858.804,9704.0
716.8499999999999,8100.0
716.8499999999999,8100.0
716.8499999999999,8100.0
716.8499999999999,8100.0
716.8499999999999,8100.0
716.8499999999999,8100.0
930.9314999999999,10519.0
930.9314999999999,10519.0
930.9314999999999,10519.0
718.9739999999999,8124.0
858.804,9704.0
987.7484999999999,11161.0
1084.5674999999999,12255.0
1084.5674999999999,12255.0
1084.5674999999999,12255.0
814.2885,9201.0
814.2885,9201.0
814.2885,9201.0
814.2885,9201.0
861.459,9734.0
858.804,9704.0
889.6904999999999,10053.0
1230.9465,13909.0
1230.9465,13909.0
1245.3719999999998,14072.0
1245.3719999999998,14072.0
934.737,10562.0
934.737,10562.0
858.804,9704.0
1138.7295,12867.0
1138.7295,12867.0
1138.7295,12867.0
765.9675,8655.0
765.9675,8655.0
764.9055,8643.0
764.9055,8643.0
858.804,9704.0
764.9055,8643.0
764.9055,8643.0
765.9675,8655.0
765.9675,8655.0
802.341,9066.0
802.341,9066.0
802.341,9066.0
802.341,9066.0
791.8095,8947.0
791.8095,8947.0
858.804,9704.0
791.8095,8947.0
1165.368,13168.0
1165.368,13168.0
1165.368,13168.0
1009.608,11408.0
1087.3995,12287.0
1087.665,12290.0
814.2885,9201.0
858.804,9704.0
814.2885,9201.0
783.8444999999999,8857.0
783.8444999999999,8857.0
836.679,9454.0
836.679,9454.0
1163.244,13144.0
1163.244,13144.0
1163.244,13144.0
1163.244,13144.0
1167.0494999999999,13187.0
708.4425,8005.0
1167.0494999999999,13187.0
1167.0494999999999,13187.0
993.8549999999999,11230.0
1176.165,13290.0
1176.165,13290.0
1176.165,13290.0
824.2004999999999,9313.0
824.2004999999999,9313.0
824.2004999999999,9313.0
1080.9389999999999,12214.0
824.2004999999999,9313.0
852.786,9636.0
852.786,9636.0
852.786,9636.0
852.786,9636.0
852.786,9636.0
852.786,9636.0
855.4409999999999,9666.0
855.4409999999999,9666.0
855.4409999999999,9666.0
855.4409999999999,9666.0
1011.2009999999999,11426.0
1011.2009999999999,11426.0
801.7215,9059.0
801.7215,9059.0
801.7215,9059.0
801.7215,9059.0
801.7215,9059.0
861.99,9740.0
1080.9389999999999,12214.0
806.3235,9111.0
806.3235,9111.0
812.0759999999999,9176.0
812.0759999999999,9176.0
812.0759999999999,9176.0
812.0759999999999,9176.0
940.755,10630.0
735.1695,8307.0
729.5939999999999,8244.0
1080.9389999999999,12214.0
955.5345,10797.0
955.5345,10797.0
955.5345,10797.0
1024.653,11578.0
1024.653,11578.0
1024.653,11578.0
1024.653,11578.0
1178.0235,13311.0
1178.0235,13311.0
1178.0235,13311.0
1178.0235,13311.0
903.054,10204.0
903.054,10204.0
903.054,10204.0
903.054,10204.0
903.054,10204.0
811.1909999999999,9166.0
811.1909999999999,9166.0
836.3249999999999,9450.0
836.3249999999999,9450.0
836.3249999999999,9450.0
836.3249999999999,9450.0
808.005,9130.0
808.005,9130.0
808.005,9130.0
880.4865,9949.0
1011.3779999999999,11428.0
795.1725,8985.0
1080.9389999999999,12214.0
795.1725,8985.0
795.1725,8985.0
795.1725,8985.0
960.2249999999999,10850.0
960.2249999999999,10850.0
960.2249999999999,10850.0
960.2249999999999,10850.0
970.6679999999999,10968.0
970.6679999999999,10968.0
970.6679999999999,10968.0
970.6679999999999,10968.0
976.6859999999999,11036.0
790.305,8930.0
790.305,8930.0
790.305,8930.0
790.305,8930.0
804.1995,9087.0
804.1995,9087.0
804.1995,9087.0
804.1995,9087.0
870.8399999999999,9840.0
804.4649999999999,9090.0
804.4649999999999,9090.0
997.395,11270.0
997.395,11270.0
997.395,11270.0
829.245,9370.0
829.245,9370.0
829.245,9370.0
898.275,10150.0
898.275,10150.0
898.275,10150.0
898.275,10150.0
754.02,8520.0
754.02,8520.0
762.2505,8613.0
762.2505,8613.0
762.2505,8613.0
747.294,8444.0
747.294,8444.0
747.294,8444.0
855.5295,9667.0
855.5295,9667.0
855.5295,9667.0
855.5295,9667.0
789.42,8920.0
1142.181,12906.0
780.5699999999999,8820.0
780.5699999999999,8820.0
780.5699999999999,8820.0
780.5699999999999,8820.0
845.7945,9557.0
723.045,8170.0
976.8629999999999,11038.0
793.491,8966.0
793.491,8966.0
793.491,8966.0
793.491,8966.0
793.491,8966.0
793.491,8966.0
794.4644999999999,8977.0
794.4644999999999,8977.0
794.4644999999999,8977.0
794.4644999999999,8977.0
914.6474999999999,10335.0
914.6474999999999,10335.0
914.6474999999999,10335.0
732.8684999999999,8281.0
974.385,11010.0
974.385,11010.0
974.385,11010.0
869.0699999999999,9820.0
869.0699999999999,9820.0
869.0699999999999,9820.0
722.6909999999999,8166.0
937.0379999999999,10588.0
937.0379999999999,10588.0
937.0379999999999,10588.0
937.0379999999999,10588.0
1030.1399999999999,11640.0
1030.1399999999999,11640.0
1030.1399999999999,11640.0
1030.1399999999999,11640.0
1030.1399999999999,11640.0
1030.1399999999999,11640.0
758.622,8572.0
758.622,8572.0
758.622,8572.0
758.622,8572.0
758.622,8572.0
758.622,8572.0
758.622,8572.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
1119.0825,12645.0
792.429,8954.0
789.597,8922.0
789.597,8922.0
789.597,8922.0
789.597,8922.0
789.597,8922.0
789.597,8922.0
790.305,8930.0
790.305,8930.0
790.305,8930.0
790.305,8930.0
942.2595,10647.0
942.2595,10647.0
942.2595,10647.0
942.2595,10647.0
942.2595,10647.0
1054.3005,11913.0
1054.3005,11913.0
1054.3005,11913.0
1054.3005,11913.0
1054.3005,11913.0
1054.3005,11913.0
271.341,3066.0
776.145,8770.0
776.145,8770.0
776.145,8770.0
776.145,8770.0
776.145,8770.0
776.145,8770.0
776.145,8770.0
1121.118,12668.0
272.4915,3079.0
1121.118,12668.0
808.0935,9131.0
808.0935,9131.0
808.0935,9131.0
808.0935,9131.0
834.555,9430.0
866.8575,9795.0
866.8575,9795.0
300.36899999999997,3394.0
866.8575,9795.0
866.8575,9795.0
835.794,9444.0
835.794,9444.0
789.597,8922.0
835.7054999999999,9443.0
832.785,9410.0
839.5994999999999,9487.0
882.168,9968.0
1007.13,11380.0
730.4789999999999,8254.0
792.252,8952.0
792.252,8952.0
792.252,8952.0
792.252,8952.0
792.252,8952.0
833.4929999999999,9418.0
833.4929999999999,9418.0
833.4929999999999,9418.0
732.8684999999999,8281.0
300.9885,3401.0
833.4929999999999,9418.0
977.925,11050.0
977.925,11050.0
977.925,11050.0
977.925,11050.0
835.4399999999999,9440.0
835.4399999999999,9440.0
835.4399999999999,9440.0
1189.3515,13439.0
1189.3515,13439.0
300.9885,3401.0
1189.3515,13439.0
1189.3515,13439.0
1067.133,12058.0
1067.133,12058.0
1067.133,12058.0
1067.133,12058.0
1067.133,12058.0
302.4045,3417.0
1067.133,12058.0
1118.7285,12641.0
1118.7285,12641.0
1118.7285,12641.0
1118.7285,12641.0
890.31,10060.0
302.4045,3417.0
803.1374999999999,9075.0
803.1374999999999,9075.0
803.1374999999999,9075.0
803.1374999999999,9075.0
803.1374999999999,9075.0
803.1374999999999,9075.0
822.0765,9289.0
822.0765,9289.0
822.0765,9289.0
302.4045,3417.0
822.0765,9289.0
966.9509999999999,10926.0
966.9509999999999,10926.0
966.9509999999999,10926.0
966.9509999999999,10926.0
880.3979999999999,9948.0
896.151,10126.0
288.51,3260.0
896.151,10126.0
896.151,10126.0
896.151,10126.0
720.7439999999999,8144.0
720.7439999999999,8144.0
720.7439999999999,8144.0
720.7439999999999,8144.0
724.8149999999999,8190.0
724.8149999999999,8190.0
724.8149999999999,8190.0
288.51,3260.0
733.4879999999999,8288.0
733.4879999999999,8288.0
733.4879999999999,8288.0
733.4879999999999,8288.0
866.415,9790.0
866.415,9790.0
866.415,9790.0
866.415,9790.0
1138.11,12860.0
1138.11,12860.0
1051.557,11882.0
1051.557,11882.0
1051.557,11882.0
400.9935,4531.0
1214.22,13720.0
1214.22,13720.0
1214.22,13720.0
845.7059999999999,9556.0
845.7059999999999,9556.0
845.7059999999999,9556.0
845.7059999999999,9556.0
400.9935,4531.0
848.007,9582.0
848.007,9582.0
848.007,9582.0
841.1925,9505.0
841.1925,9505.0
830.3069999999999,9382.0
830.3069999999999,9382.0
830.3069999999999,9382.0
830.13,9380.0
833.2275,9415.0
360.37199999999996,4072.0
830.13,9380.0
830.13,9380.0
793.8449999999999,8970.0
793.8449999999999,8970.0
793.8449999999999,8970.0
793.8449999999999,8970.0
803.934,9084.0
803.934,9084.0
803.934,9084.0
803.934,9084.0
362.142,4092.0
892.9649999999999,10090.0
1057.1325,11945.0
1057.1325,11945.0
1057.1325,11945.0
1057.1325,11945.0
1030.671,11646.0
1026.5114999999998,11599.0
1018.7235,11511.0
366.39,4140.0
857.742,9692.0
854.91,9660.0
905.3549999999999,10230.0
838.803,9478.0
1160.3235,13111.0
640.74,7240.0
640.74,7240.0
640.74,7240.0
640.74,7240.0
640.74,7240.0
643.1295,7267.0
643.1295,7267.0
643.1295,7267.0
643.1295,7267.0
790.9245,8937.0
790.9245,8937.0
790.9245,8937.0
790.9245,8937.0
790.9245,8937.0
814.0229999999999,9198.0
992.9699999999999,11220.0
992.9699999999999,11220.0
992.9699999999999,11220.0
992.9699999999999,11220.0
993.2355,11223.0
993.2355,11223.0
356.3895,4027.0
1212.8039999999999,13704.0
1212.8039999999999,13704.0
1156.695,13070.0
1156.695,13070.0
1156.695,13070.0
1156.695,13070.0
1156.695,13070.0
978.81,11060.0
978.81,11060.0
1015.9799999999999,11480.0
1015.9799999999999,11480.0
1015.9799999999999,11480.0
1015.9799999999999,11480.0
1015.9799999999999,11480.0
1015.9799999999999,11480.0
820.218,9268.0
820.218,9268.0
820.218,9268.0
820.218,9268.0
931.5509999999999,10526.0
1240.062,14012.0
826.413,9338.0
825.2624999999999,9325.0
361.1685,4081.0
1137.579,12854.0
627.9074999999999,7095.0
802.872,9072.0
285.678,3228.0
780.3929999999999,8818.0
927.126,10476.0
763.3125,8625.0
763.3125,8625.0
763.3125,8625.0
763.3125,8625.0
763.3125,8625.0
735.081,8306.0
735.081,8306.0
735.081,8306.0
735.081,8306.0
988.722,11172.0
988.722,11172.0
988.722,11172.0
988.722,11172.0
988.722,11172.0
307.626,3476.0
990.846,11196.0
301.1655,3403.0
301.1655,3403.0
301.1655,3403.0
362.673,4098.0
362.673,4098.0
877.035,9910.0
330.10499999999996,3730.0
330.10499999999996,3730.0
330.10499999999996,3730.0
321.786,3636.0
326.74199999999996,3692.0
321.786,3636.0
321.786,3636.0
326.74199999999996,3692.0
314.175,3550.0
314.175,3550.0
314.175,3550.0
295.6785,3341.0
276.12,3120.0
322.14,3640.0
346.212,3912.0
278.775,3150.0
302.9355,3423.0
302.9355,3423.0
300.546,3396.0
300.546,3396.0
311.9625,3525.0
366.567,4142.0
366.567,4142.0
366.567,4142.0
367.452,4152.0
367.452,4152.0
896.151,10126.0
368.07149999999996,4159.0
477.546,5396.0
360.195,4070.0
360.195,4070.0
508.96349999999995,5751.0
882.168,9968.0
280.014,3164.0
298.33349999999996,3371.0
299.30699999999996,3382.0
300.6345,3397.0
295.05899999999997,3334.0
295.05899999999997,3334.0
282.315,3190.0
289.30649999999997,3269.0
298.86449999999996,3377.0
293.289,3314.0
735.1695,8307.0
293.289,3314.0
293.289,3314.0
300.6345,3397.0
303.20099999999996,3426.0
326.74199999999996,3692.0
373.46999999999997,4220.0
332.05199999999996,3752.0
334.88399999999996,3784.0
335.41499999999996,3790.0
352.407,3982.0
352.8495,3987.0
353.73449999999997,3997.0
354.61949999999996,4007.0
291.69599999999997,3296.0
291.69599999999997,3296.0
291.69599999999997,3296.0
354.885,4010.0
354.885,4010.0
411.525,4650.0
419.13599999999997,4736.0
429.66749999999996,4855.0
352.67249999999996,3985.0
295.59,3340.0
353.823,3998.0
306.6525,3465.0
306.6525,3465.0
309.39599999999996,3496.0
309.39599999999996,3496.0
302.139,3414.0
299.661,3386.0
297.44849999999997,3361.0
313.113,3538.0
305.325,3450.0
305.325,3450.0
306.6525,3465.0
301.1655,3403.0
297.35999999999996,3360.0
266.739,3014.0
725.9654999999999,8203.0
319.2195,3607.0
319.2195,3607.0
319.2195,3607.0
317.2725,3585.0
317.2725,3585.0
338.424,3824.0
356.832,4032.0
304.7055,3443.0
271.518,3068.0
271.695,3070.0
718.7085,8121.0
311.697,3522.0
299.2185,3381.0
306.03299999999996,3458.0
305.679,3454.0
304.08599999999996,3436.0
389.66549999999995,4403.0
302.5815,3419.0
339.30899999999997,3834.0
356.3895,4027.0
728.9744999999999,8237.0
299.39549999999997,3383.0
354.17699999999996,4002.0
300.9,3400.0
20.0,3392.0
290.988,3288.0
300.4575,3395.0
708.708,8008.0
299.30699999999996,3382.0
305.14799999999997,3448.0
298.068,3368.0
293.99699999999996,3322.0
303.4665,3429.0
278.15549999999996,3143.0
300.546,3396.0
298.068,3368.0
298.068,3368.0
298.068,3368.0
294.4395,3327.0
300.192,3392.0
301.608,3408.0
399.93149999999997,4519.0
295.767,3342.0
299.661,3386.0
302.5815,3419.0
301.78499999999997,3410.0
304.263,3438.0
301.78499999999997,3410.0
311.34299999999996,3518.0
521.7075,5895.0
362.142,4092.0
349.84049999999996,3953.0
351.168,3968.0
292.758,3308.0
361.08,4080.0
367.3635,4151.0
370.10699999999997,4182.0
207.35549999999998,2343.0
362.673,4098.0
334.88399999999996,3784.0
335.41499999999996,3790.0
293.99699999999996,3322.0
359.2215,4059.0
301.5195,3407.0
293.2005,3313.0
1068.3719999999998,12072.0
397.542,4492.0
302.5815,3419.0
294.6165,3329.0
295.94399999999996,3344.0
300.28049999999996,3393.0
295.6785,3341.0
363.204,4104.0
1068.195,12070.0
398.25,4500.0
364.974,4124.0
297.006,3356.0
290.0145,3277.0
289.66049999999996,3273.0
289.66049999999996,3273.0
290.0145,3277.0
1068.195,12070.0
373.293,4218.0
399.84299999999996,4518.0
399.135,4510.0
412.587,4662.0
434.181,4906.0
291.342,3292.0
402.4095,4547.0
402.4095,4547.0
298.1565,3369.0
719.9475,8135.0
335.3265,3789.0
301.8735,3411.0
302.5815,3419.0
301.077,3402.0
301.077,3402.0
304.263,3438.0
782.694,8844.0
301.5195,3407.0
304.263,3438.0
395.418,4468.0
338.77799999999996,3828.0
281.253,3178.0
378.16049999999996,4273.0
386.1255,4363.0
403.4715,4559.0
342.0525,3865.0
438.25199999999995,4952.0
273.111,3086.0
470.289,5314.0
400.02,4520.0
527.814,5964.0
483.741,5466.0
581.4449999999999,6570.0
471.97049999999996,5333.0
471.97049999999996,5333.0
517.9905,5853.0
710.1239999999999,8024.0
428.69399999999996,4844.0
428.69399999999996,4844.0
428.69399999999996,4844.0
428.69399999999996,4844.0
402.4095,4547.0
904.116,10216.0
299.30699999999996,3382.0
299.30699999999996,3382.0
373.647,4222.0
373.647,4222.0
373.647,4222.0
373.647,4222.0
376.30199999999996,4252.0
376.30199999999996,4252.0
376.30199999999996,4252.0
376.30199999999996,4252.0
391.16999999999996,4420.0
391.16999999999996,4420.0
391.16999999999996,4420.0
391.16999999999996,4420.0
273.0225,3085.0
272.226,3076.0
283.02299999999997,3198.0
283.02299999999997,3198.0
283.02299999999997,3198.0
49.0,12533.0
52.0,14487.0
52.0,14487.0
51.0,14487.0
637.4655,7203.0
637.4655,7203.0
695.079,7854.0
1251.4785,14141.0
739.7715,8359.0
785.4375,8875.0
785.4375,8875.0
973.5,11000.0
993.4124999999999,11225.0
12.0,11980.0
31.0,13320.0
85.0,12674.0
83.0,12674.0
9.0,6648.0
2.0,9200.0
2.0,9200.0
2.0,10000.0
18.0,10000.0
383.205,4330.0
383.205,4330.0
747.9135,8451.0
747.9135,8451.0
999.6959999999999,11296.0
999.6959999999999,11296.0
1022.175,11550.0
1488.57,16820.0
1488.57,16820.0
1488.57,16820.0
1488.57,16820.0
1073.7704999999999,12133.0
1146.075,12950.0
981.819,11094.0
1031.9099999999999,11660.0
1000.05,11300.0
799.6859999999999,9036.0
1051.0259999999998,11876.0
28.0,17100.0
23.0,9360.0
21.0,10187.0
14.0,8032.0
11.0,8134.0
33.0,10490.0
18.0,10452.0
36.0,10452.0
31.0,10679.0
36.0,10780.0
39.0,11176.0
38.0,11176.0
33.0,11408.0
57.0,11408.0
26.0,12129.0
28.0,12126.0
24.0,12108.0
30.0,12242.0
27.0,12208.0
19.0,12380.0
19.0,12640.0
20.0,12592.0
18.0,13032.0
1159.704,13104.0
18.0,13032.0
1159.704,13104.0
1023.8565,11569.0
858.4499999999999,9700.0
1010.7584999999999,11421.0
1010.7584999999999,11421.0
1058.991,11966.0
1058.991,11966.0
1114.923,12598.0
1160.3235,13111.0
1163.3325,13145.0
64.0,16212.0
63.0,16212.0
55.0,15062.0
947.3924999999999,10705.0
757.029,8554.0
757.029,8554.0
737.0279999999999,8328.0
737.0279999999999,8328.0
734.727,8302.0
729.948,8248.0
745.4354999999999,8423.0
942.2595,10647.0
940.1355,10623.0
813.492,9192.0
976.155,11030.0
978.4559999999999,11056.0
983.766,11116.0
979.872,11072.0
979.3409999999999,11066.0
978.6329999999999,11058.0
976.0664999999999,11029.0
975.093,11018.0
975.093,11018.0
975.093,11018.0
975.6239999999999,11024.0
978.3675,11055.0
978.6329999999999,11058.0
978.6329999999999,11058.0
978.6329999999999,11058.0
977.04,11040.0
978.987,11062.0
978.987,11062.0
975.6239999999999,11024.0
978.987,11062.0
978.987,11062.0
978.987,11062.0
975.6239999999999,11024.0
979.9604999999999,11073.0
951.375,10750.0
979.9604999999999,11073.0
979.9604999999999,11073.0
979.9604999999999,11073.0
979.9604999999999,11073.0
795.615,8990.0
951.375,10750.0
954.03,10780.0
954.03,10780.0
985.3589999999999,11134.0
985.3589999999999,11134.0
856.68,9680.0
947.481,10706.0
919.0725,10385.0
912.966,10316.0
974.9159999999999,11016.0
909.1605,10273.0
910.1339999999999,10284.0
925.356,10456.0
933.675,10550.0
955.092,10792.0
947.2154999999999,10703.0
800.1284999999999,9041.0
969.0749999999999,10950.0
968.6324999999999,10945.0
773.313,8738.0
574.896,6496.0
780.1274999999999,8815.0
780.1274999999999,8815.0
958.101,10826.0
783.4019999999999,8852.0
780.1274999999999,8815.0
788.535,8910.0
915.0899999999999,10340.0
897.213,10138.0
479.22749999999996,5415.0
951.375,10750.0
924.2054999999999,10443.0
921.8159999999999,10416.0
1009.077,11402.0
483.03299999999996,5458.0
483.03299999999996,5458.0
488.52,5520.0
488.52,5520.0
957.747,10822.0
488.34299999999996,5518.0
914.2049999999999,10330.0
938.0999999999999,10600.0
551.001,6226.0
548.523,6198.0
524.097,5922.0
526.752,5952.0
533.832,6032.0
855.4409999999999,9666.0
864.645,9770.0
867.5654999999999,9803.0
853.5825,9645.0
890.664,10064.0
745.9665,8429.0
745.9665,8429.0
748.7099999999999,8460.0
809.5095,9147.0
430.995,4870.0
430.995,4870.0
460.2,5200.0
955.8,10800.0
954.915,10790.0
230.1,2600.0
952.4369999999999,10762.0
230.1,2600.0
222.843,2518.0
226.38299999999998,2558.0
441.438,4988.0
1200.5024999999998,13565.0
1179.4395,13327.0
957.747,10822.0
949.6935,10731.0
948.189,10714.0
951.5519999999999,10752.0
950.6669999999999,10742.0
924.294,10444.0
924.5595,10447.0
931.728,10528.0
925.6215,10459.0
723.222,8172.0
964.827,10902.0
972.438,10988.0
963.6764999999999,10889.0
1056.69,11940.0
888.717,10042.0
962.526,10876.0
678.087,7662.0
953.853,10778.0
708.0,8000.0
566.4,6400.0
759.3299999999999,8580.0
759.3299999999999,8580.0
624.456,7056.0
695.61,7860.0
938.0999999999999,10600.0
938.0999999999999,10600.0
1630.2585,18421.0
938.0999999999999,10600.0
758.4449999999999,8570.0
